"","y","lvl"
"1",19.4593878246629,1
"2",14.6450124254904,1
"3",28.7446730162238,1
"4",16.6041030943272,1
"5",20.0333266119716,1
"6",20.8727214228631,1
"7",21.7786658455538,1
"8",28.0958153700997,1
"9",7.2855913054806,1
"10",16.7524200722057,1
"11",20.8471139712798,1
"12",13.9145768780556,1
"13",13.0476453998041,1
"14",25.876430628053,1
"15",18.945062971959,1
"16",9.95951216673373,1
"17",23.7257563948355,1
"18",20.7557428271881,1
"19",24.6211541213658,1
"20",20.1449730518924,1
"21",26.452079717435,1
"22",21.1490729273549,1
"23",12.3914168112345,1
"24",19.6387064051835,1
"25",16.385095344573,1
"26",19.5395278077109,1
"27",27.4388389634266,1
"28",22.6849857332994,1
"29",9.38135190538725,1
"30",7.69062206743137,1
"31",22.1982028635909,1
"32",23.754602965046,1
"33",26.563987476835,2
"34",17.4853916106415,2
"35",15.929408820069,2
"36",34.0096532514446,2
"37",17.5515912374548,2
"38",21.5580344379867,2
"39",40.0715088365177,2
"40",27.0876843500752,2
"41",12.1118565524058,2
"42",26.6563567540998,2
"43",5.52612499857237,2
"44",17.1128778834916,2
"45",32.1432383905921,2
"46",20.9949038689693,2
"47",35.3491925402808,2
"48",17.2432886074614,2
"49",24.6490021288261,2
"50",21.1830696895395,2
"51",14.7346827948222,2
"52",10.7288131194362,2
"53",23.3568775617989,2
"54",20.8223294661723,2
"55",13.1455277715026,2
"56",12.1705791805228,2
"57",3.24515522095267,2
"58",28.0609961951833,2
"59",16.4179902804326,2
"60",21.7512547993777,2
"61",17.6783692940322,3
"62",36.8741314948838,3
"63",27.6155062724195,3
"64",39.5407474126562,3
"65",21.7104339432183,3
"66",8.26450041420933,3
"67",23.8553338515267,3
"68",18.7602035829217,3
"69",29.8995234383074,3
"70",28.6665607917065,3
"71",20.5947095867615,3
"72",17.4399775382076,3
"73",12.3228843573528,3
"74",28.4054233846949,3
"75",-5.38044844235813,3
"76",33.6608668910317,3
"77",14.2337331656983,3
"78",14.2908291068592,3
"79",19.0857243549,3
"80",34.6799011924118,3
"81",14.5132881114898,3
"82",9.10314141518284,3
"83",10.3472202592852,3
"84",30.5763508153844,3
"85",17.3988282578797,3
"86",17.1805824973498,3
"87",16.4871209770639,3
"88",24.4558944263044,4
"89",-18.5222874719306,4
"90",-10.4612828703875,4
"91",9.28509074957021,4
"92",-24.4129710960923,4
"93",10.5226755380462,4
"94",19.7262132353579,4
"95",13.8181273350048,4
"96",17.4701729427992,4
"97",12.9246776470765,4
"98",-8.54384222770054,4
"99",1.91437911188058,4
"100",-2.53806561284256,4
"101",9.38222367991409,4
"102",-12.9132883916632,4
"103",-9.13142265668786,4
"104",27.4317454300904,4
"105",-10.8716205852369,4
"106",-10.5513930891519,4
"107",4.1323269211862,4
"108",-4.88052975358571,4
"109",1.7174236256557,4
"110",-8.2713812597509,4
"111",-6.83826860623037,4
"112",-11.8266756905499,4
"113",-22.2899648867833,4
"114",17.9908468653812,4
"115",0.357388610529827,4
"116",3.06420263196331,4
"117",-9.7255886284389,4
